Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [Timepoint],Source Name,Comment [Image File Path],Channels,Processed Data File
TONIC_TMA11,TONIC_TMA11_R5C4,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R5C4,TONIC/image_data/samples/TONIC_TMA11_R5C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R5C4.csv
TONIC_TMA11,TONIC_TMA11_R5C5,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R5C5,TONIC/image_data/samples/TONIC_TMA11_R5C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R5C5.csv
TONIC_TMA11,TONIC_TMA11_R5C6,Homo sapiens,NCBITaxon,9606,baseline,TONIC_TMA11_R5C6,TONIC/image_data/samples/TONIC_TMA11_R5C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R5C6.csv
TONIC_TMA11,TONIC_TMA11_R6C2,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA11_R6C2,TONIC/image_data/samples/TONIC_TMA11_R6C2,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R6C2.csv
TONIC_TMA11,TONIC_TMA11_R6C3,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA11_R6C3,TONIC/image_data/samples/TONIC_TMA11_R6C3,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R6C3.csv
TONIC_TMA11,TONIC_TMA11_R6C4,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA11_R6C4,TONIC/image_data/samples/TONIC_TMA11_R6C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R6C4.csv
TONIC_TMA11,TONIC_TMA11_R6C5,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R6C5,TONIC/image_data/samples/TONIC_TMA11_R6C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R6C5.csv
TONIC_TMA11,TONIC_TMA11_R6C6,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R6C6,TONIC/image_data/samples/TONIC_TMA11_R6C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R6C6.csv
TONIC_TMA11,TONIC_TMA11_R7C1,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R7C1,TONIC/image_data/samples/TONIC_TMA11_R7C1,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R7C1.csv
TONIC_TMA11,TONIC_TMA11_R7C3,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA11_R7C3,TONIC/image_data/samples/TONIC_TMA11_R7C3,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R7C3.csv
TONIC_TMA11,TONIC_TMA11_R7C4,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA11_R7C4,TONIC/image_data/samples/TONIC_TMA11_R7C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R7C4.csv
TONIC_TMA11,TONIC_TMA11_R7C5,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R7C5,TONIC/image_data/samples/TONIC_TMA11_R7C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R7C5.csv
TONIC_TMA11,TONIC_TMA11_R7C6,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R7C6,TONIC/image_data/samples/TONIC_TMA11_R7C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R7C6.csv
TONIC_TMA11,TONIC_TMA11_R8C1,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R8C1,TONIC/image_data/samples/TONIC_TMA11_R8C1,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R8C1.csv
TONIC_TMA11,TONIC_TMA11_R8C2,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R8C2,TONIC/image_data/samples/TONIC_TMA11_R8C2,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R8C2.csv
TONIC_TMA11,TONIC_TMA11_R8C3,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R8C3,TONIC/image_data/samples/TONIC_TMA11_R8C3,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R8C3.csv
TONIC_TMA11,TONIC_TMA11_R8C4,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R8C4,TONIC/image_data/samples/TONIC_TMA11_R8C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R8C4.csv
TONIC_TMA11,TONIC_TMA11_R8C5,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R8C5,TONIC/image_data/samples/TONIC_TMA11_R8C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R8C5.csv
TONIC_TMA11,TONIC_TMA11_R8C6,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R8C6,TONIC/image_data/samples/TONIC_TMA11_R8C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R8C6.csv
TONIC_TMA11,TONIC_TMA11_R9C1,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R9C1,TONIC/image_data/samples/TONIC_TMA11_R9C1,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R9C1.csv
TONIC_TMA11,TONIC_TMA11_R9C5,Homo sapiens,NCBITaxon,9606,baseline,TONIC_TMA11_R9C5,TONIC/image_data/samples/TONIC_TMA11_R9C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R9C5.csv
TONIC_TMA11,TONIC_TMA11_R9C6,Homo sapiens,NCBITaxon,9606,baseline,TONIC_TMA11_R9C6,TONIC/image_data/samples/TONIC_TMA11_R9C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R9C6.csv
TONIC_TMA11,TONIC_TMA11_R10C1,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R10C1,TONIC/image_data/samples/TONIC_TMA11_R10C1,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R10C1.csv
TONIC_TMA11,TONIC_TMA11_R10C2,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R10C2,TONIC/image_data/samples/TONIC_TMA11_R10C2,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R10C2.csv
TONIC_TMA11,TONIC_TMA11_R10C3,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R10C3,TONIC/image_data/samples/TONIC_TMA11_R10C3,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R10C3.csv
TONIC_TMA11,TONIC_TMA11_R10C4,Homo sapiens,NCBITaxon,9606,primary,TONIC_TMA11_R10C4,TONIC/image_data/samples/TONIC_TMA11_R10C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R10C4.csv
TONIC_TMA11,TONIC_TMA11_R10C5,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA11_R10C5,TONIC/image_data/samples/TONIC_TMA11_R10C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R10C5.csv
TONIC_TMA11,TONIC_TMA11_R10C6,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA11_R10C6,TONIC/image_data/samples/TONIC_TMA11_R10C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R10C6.csv
TONIC_TMA11,TONIC_TMA11_R11C1,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R11C1,TONIC/image_data/samples/TONIC_TMA11_R11C1,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R11C1.csv
TONIC_TMA11,TONIC_TMA11_R11C2,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R11C2,TONIC/image_data/samples/TONIC_TMA11_R11C2,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R11C2.csv
TONIC_TMA11,TONIC_TMA11_R11C3,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA11_R11C3,TONIC/image_data/samples/TONIC_TMA11_R11C3,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R11C3.csv
TONIC_TMA11,TONIC_TMA11_R12C4,Homo sapiens,NCBITaxon,9606,baseline,TONIC_TMA11_R12C4,TONIC/image_data/samples/TONIC_TMA11_R12C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R12C4.csv
TONIC_TMA11,TONIC_TMA11_R12C5,Homo sapiens,NCBITaxon,9606,baseline,TONIC_TMA11_R12C5,TONIC/image_data/samples/TONIC_TMA11_R12C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R12C5.csv
TONIC_TMA11,TONIC_TMA11_R12C6,Homo sapiens,NCBITaxon,9606,baseline,TONIC_TMA11_R12C6,TONIC/image_data/samples/TONIC_TMA11_R12C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA11_R12C6.csv
TONIC_TMA12,TONIC_TMA12_R2C4,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA12_R2C4,TONIC/image_data/samples/TONIC_TMA12_R2C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA12_R2C4.csv
TONIC_TMA12,TONIC_TMA12_R2C5,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA12_R2C5,TONIC/image_data/samples/TONIC_TMA12_R2C5,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA12_R2C5.csv
TONIC_TMA12,TONIC_TMA12_R2C6,Homo sapiens,NCBITaxon,9606,on_nivo,TONIC_TMA12_R2C6,TONIC/image_data/samples/TONIC_TMA12_R2C6,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA12_R2C6.csv
TONIC_TMA12,TONIC_TMA12_R3C3,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA12_R3C3,TONIC/image_data/samples/TONIC_TMA12_R3C3,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA12_R3C3.csv
TONIC_TMA12,TONIC_TMA12_R3C4,Homo sapiens,NCBITaxon,9606,pre_nivo,TONIC_TMA12_R3C4,TONIC/image_data/samples/TONIC_TMA12_R3C4,"Au, Calprotectin, CD3, CD4, CD8, CD11c, CD14, CD20, CD31, CD38, CD45, CD45RB, CD45RO, CD56, CD57, CD68, CD69, CD163, ChyTr, CK17, Collagen1, ECAD, FAP, Fe, Fibronectin, FOXP3, GLUT1, H3K9ac, H3K27me3, HLA1, HLADR, IDO, Ki67, LAG3, Noodle, PD1, PDL1, SMA, TBET, TCF1, TIM3, Vim, chan_39, chan_45, chan_48, chan_115, chan_141",idr0163-experimentA-processed-TONIC_TMA12_R3C4.csv
